Well_Permit_Num,Period_ID,Production_Indicator,Well_Status,Farm_Name,Spud_Date,Gas_Quantity,Gas_Production_Days,Condensate_Quantity,Condensate_Production_Days,Oil_Quantity,Oil_Production_Days,Averaged,Operator,OGO_NUM,Well_County,Well_Municipality,Well_Latitude,Well_Longitude,Unconventional,Well_Configuration,Home_Use,Reporting_Period,Comment_Reason,Comment_Text,Record_Source
005-31099,15AUGU,Yes,ACTIVE,GIBSON 590947,11/17/2012,69187,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,BURRELL,40.698728,-79.481867,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-31100,15AUGU,Yes,ACTIVE,GIBSON 591457,11/13/2012,52260,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,BURRELL,40.698756,-79.481831,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30364,15AUGU,Yes,ACTIVE,DICKEY UNIT 1H,07/02/2009,15212,31,,,,,No,EXCO RESOURCES PA LLC,OGO-39315,ARMSTRONG,COWANSHANNOCK,40.822833,-79.3275,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30613,15AUGU,Yes,ACTIVE,DICKEY 3H,08/22/2010,22515,31,,,,,No,EXCO RESOURCES PA LLC,OGO-39315,ARMSTRONG,COWANSHANNOCK,40.822885,-79.327485,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-28706,15AUGU,Yes,ACTIVE,A J STOREY 1,05/26/2006,3029,31,,,,,No,CAMPBELL OIL & GAS INC,OGO-36838,ARMSTRONG,EAST FRANKLIN,40.854547,-79.603131,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-29684,15AUGU,Yes,ACTIVE,SHAWMUT DEVELOPMENT CORP 5-228,05/27/2008,926,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.857196,-79.509584,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-29720,15AUGU,Yes,ACTIVE,TOY-FORSHEE 1-255,06/08/2008,1683,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,EAST FRANKLIN,40.860439,-79.580217,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30082,15AUGU,Yes,ACTIVE,GLACIAL SAND & GRAVEL COMPANY  2-58,04/16/2009,552,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.858726,-79.50425,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30083,15AUGU,Yes,ACTIVE,GLACIAL SNAD & GRAVEL CO 2-180,04/27/2009,1112,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.863204,-79.49852,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30150,15AUGU,Yes,ACTIVE,FREEHLING UNIT 1,01/07/2009,1459,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.852463,-79.580992,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30325,15AUGU,Yes,ACTIVE,BVL-SOLOSKI 4-249,04/15/2010,1201,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.812618,-79.575031,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30336,15AUGU,Yes,ACTIVE,C EDWARD DUNMIRE ETUX 2-331M,05/30/2009,981,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,EAST FRANKLIN,40.891729,-79.511573,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30381,15AUGU,Yes,ACTIVE,C H SNYDER CO UNIT 3-40,04/21/2010,1143,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.83661,-79.554152,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30389,15AUGU,Yes,ACTIVE,GEORGE AMBROSE 3-112,09/09/2009,171,25,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.863035,-79.538218,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30390,15AUGU,No,ACTIVE,SAMUEL W MONTGOMERY 2-109,04/02/2010,,,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.867101,-79.548496,Yes,VERTI,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
005-30391,15AUGU,Yes,ACTIVE,SAGC 2-172,04/13/2010,2952,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.870568,-79.563194,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30392,15AUGU,Yes,ACTIVE,C H SNYDER COMPANY 3-135,09/28/2009,674,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.877626,-79.521143,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30393,15AUGU,Yes,ACTIVE,RICHARD D TARR ETUX 2-110,10/05/2009,1521,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.859501,-79.554622,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30410,15AUGU,Yes,ACTIVE,RICHEY / SBI 1,09/18/2009,970,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.875959,-79.513248,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30652,15AUGU,Yes,ACTIVE,MATTHEW ANTHONY 3M-86,06/17/2010,1602,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,EAST FRANKLIN,40.882947,-79.555619,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30663,15AUGU,Yes,ACTIVE,ROBERT J HEPFL ETUX 1-55,01/07/2011,1743,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.871075,-79.504658,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30672,15AUGU,Yes,ACTIVE,TIMOTHY L BOWSER ETUX 1M-86,08/27/2010,2143,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,EAST FRANKLIN,40.815578,-79.586428,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30743,15AUGU,Yes,ACTIVE,BVL - SOLOSKI 5-249,03/07/2011,1178,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.808761,-79.574847,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30751,15AUGU,Yes,ACTIVE,HENDRICKSON UNIT 1M,05/09/2011,1001,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.880339,-79.595286,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30763,15AUGU,Yes,ACTIVE,DAVID M LASH ETUX 2M-101,06/16/2011,1522,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.872333,-79.526444,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30770,15AUGU,Yes,ACTIVE,MONTGOMERY-BAKER 1M-194,11/21/2012,662,28,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.865339,-79.526306,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30801,15AUGU,Yes,ACTIVE,DALE THOMAS ETUX 1M-62,09/14/2011,1525,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.862547,-79.574508,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30851,15AUGU,Yes,ACTIVE,C H SNYDER COMPANY 4-135,01/18/2012,2428,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.877686,-79.516817,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30861,15AUGU,Yes,ACTIVE,WESLEY R BOWSER ETUX 3M-60,09/13/2011,1534,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,EAST FRANKLIN,40.811475,-79.598642,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30887,15AUGU,Yes,ACTIVE,R MORRIS 1M,11/22/2011,1630,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,EAST FRANKLIN,40.845425,-79.553778,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30899,15AUGU,Yes,ACTIVE,BOWSER-WILL 1M,03/01/2013,2593.9,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,EAST FRANKLIN,40.8077,-79.592297,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30906,15AUGU,Yes,ACTIVE,SAMUEL W MONTGOMERY JR ETUX 1M-38,02/14/2013,269.2,4,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,EAST FRANKLIN,40.855058,-79.554928,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30908,15AUGU,Yes,ACTIVE,STEVEN W SHAFFER ET UX 2M,02/08/2012,865,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,EAST FRANKLIN,40.888622,-79.539222,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30919,15AUGU,Yes,ACTIVE,TIMOTHY L CLAYPOOLE ETUX 1M-101,12/23/2011,1742,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.831361,-79.603542,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30969,15AUGU,Yes,ACTIVE,STEVEN H SHAY 1M,01/30/2012,1510,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.869828,-79.588119,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30978,15AUGU,Yes,ACTIVE,ROGER A FREEHLING ETAL 1M-100,04/02/2012,1782,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.890325,-79.557722,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31018,15AUGU,Yes,ACTIVE,SAGC 3M-172,08/16/2012,2221,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.861092,-79.593592,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31114,15AUGU,Yes,ACTIVE,C H SNYDER COMPANY 5M-135,04/24/2013,1297,30,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.871094,-79.516972,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31181,15AUGU,Yes,ACTIVE,LEWIS M WOLFE ETUX 1M-30,09/04/2014,650,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.888469,-79.502486,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31186,15AUGU,Yes,ACTIVE,DONALD ATKINSON UNIT 1M,02/20/2014,2916,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.809783,-79.585653,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31213,15AUGU,No,ACTIVE,AMBROSE 1H,10/06/2014,,,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.860744,-79.5392,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,Well has not yet been stimulated,OGRE
005-31214,15AUGU,No,ACTIVE,AMBROSE 2H,10/07/2014,,,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.860675,-79.539311,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,Well has not yet been stimulated,OGRE
005-31215,15AUGU,No,ACTIVE,AMBROSE 3H,10/08/2014,,,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.860606,-79.539425,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,Well has not yet been stimulated,OGRE
005-31229,15AUGU,No,ACTIVE,AMBROSE 4H,03/11/2015,,,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.860683,-79.539183,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,Well has not yet been stimulated,OGRE
005-31230,15AUGU,No,ACTIVE,AMBROSE 5H,03/12/2015,,,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.860614,-79.539294,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,Well has not yet been stimulated,OGRE
005-31231,15AUGU,No,ACTIVE,AMBROSE 6H,03/13/2015,,,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,EAST FRANKLIN,40.860544,-79.539406,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,Well has not yet been stimulated,OGRE
005-30250,15AUGU,Yes,ACTIVE,GILBERT C QUERIO 1A-43,04/06/2009,1988,29,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,GILPIN,40.680892,-79.594746,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31024,15AUGU,Yes,ACTIVE,RALPH MYERS ETUX 2M-28,03/30/2012,2313,29,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,GILPIN,40.680822,-79.575833,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31130,15AUGU,Yes,ACTIVE,RUSSELL R FOUSE 2M,03/28/2013,2238.8,29,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,GILPIN,40.677486,-79.597825,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31173,15AUGU,Yes,ACTIVE,RALPH MYERS ETUX 1M-35,12/04/2013,1976,27,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,GILPIN,40.679592,-79.590531,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30718,15AUGU,Yes,ACTIVE,WRIGHT 590661,08/18/2011,22666,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.722861,-79.421111,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30719,15AUGU,Yes,ACTIVE,WRIGHT 590662,08/18/2011,23436,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.722889,-79.421056,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30720,15AUGU,Yes,ACTIVE,WRIGHT 590660,08/18/2011,30004,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.722833,-79.421139,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30811,15AUGU,Yes,ACTIVE,WRIGHT 590644,08/18/2011,32628,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.722917,-79.421028,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30863,15AUGU,Yes,ACTIVE,SWANK 590635,11/02/2011,26856,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.717019,-79.475689,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30864,15AUGU,Yes,ACTIVE,SWANK 590636,11/02/2011,29470,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.716981,-79.475697,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30879,15AUGU,Yes,ACTIVE,WRIGHT 590646,10/08/2011,33673,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.722933,-79.420975,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30989,15AUGU,Yes,ACTIVE,SWANK 590637,01/26/2012,37804,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.717064,-79.475683,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-31029,15AUGU,Yes,ACTIVE,SWANK 590638,04/02/2012,34180,31,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.716939,-79.475708,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-31131,15AUGU,No,ACTIVE,BLANEY 591765,04/08/2015,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.745853,-79.411103,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
005-31175,15AUGU,No,ACTIVE,BLANEY 590949,04/08/2015,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.745794,-79.411306,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
005-31176,15AUGU,No,ACTIVE,BLANEY 591764,04/08/2015,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.745839,-79.411156,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
005-31216,15AUGU,No,ACTIVE,BLANEY 590948,04/08/2015,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.745781,-79.411358,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
005-31217,15AUGU,No,ACTIVE,BLANEY 591775,04/08/2015,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.745767,-79.411408,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
005-31218,15AUGU,No,ACTIVE,BLANEY 591662,04/08/2015,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.745825,-79.411206,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
005-31222,15AUGU,No,ACTIVE,BLANEY 591661,04/08/2015,,,,,,,No,EQT PRODUCTION CO,OGO-61555,ARMSTRONG,KITTANNING,40.745811,-79.411256,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
005-30855,15AUGU,Yes,ACTIVE,ROBERT MCKAY (MOHNEY) 3M-162,03/13/2012,1156,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,MADISON,40.950067,-79.429158,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30868,15AUGU,Yes,ACTIVE,WILLIAM L TRAISTER (HETRICK) 1M-68,10/10/2011,919,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,MADISON,40.978183,-79.406622,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31094,15AUGU,Yes,ACTIVE,TERRY R REDDINGER 1M-56.6,06/03/2013,924,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,MADISON,40.964331,-79.413456,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30737,15AUGU,Yes,ACTIVE,WOLFE (ARMCLAR) 17M-278,02/26/2011,1499,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,MAHONING,40.941381,-79.362439,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30856,15AUGU,Yes,ACTIVE,ROBERT E PATRICK JR 12M-197,03/22/2012,1572,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,MAHONING,40.923478,-79.385014,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-29498,15AUGU,Yes,ACTIVE,HILEMAN 4,09/25/2008,493,31,,,,,No,EXCO RESOURCES PA LLC,OGO-39315,ARMSTRONG,MANOR,40.752849,-79.509748,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-29610,15AUGU,Yes,ACTIVE,GARY L WARNER ETUX 3-78,03/06/2008,2011,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,MANOR,40.782821,-79.50492,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30487,15AUGU,Yes,ACTIVE,RUTH ISEMAN UNIT 2H,09/07/2010,16524,31,,,,,No,EXCO RESOURCES PA LLC,OGO-39315,ARMSTRONG,MANOR,40.746,-79.508111,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30493,15AUGU,Yes,ACTIVE,RUTH ISEMAN UNIT 3H,02/24/2010,16308,31,,,,,No,EXCO RESOURCES PA LLC,OGO-39315,ARMSTRONG,MANOR,40.745925,-79.508239,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30503,15AUGU,Yes,ACTIVE,LENAPE HEIGHTS UNIT 3H,11/30/2010,27966,31,,,,,No,EXCO RESOURCES PA LLC,OGO-39315,ARMSTRONG,MANOR,40.736975,-79.51481,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30504,15AUGU,Yes,ACTIVE,LENAPE HEIGHTS 4H,12/07/2010,18789,31,,,,,No,EXCO RESOURCES PA LLC,OGO-39315,ARMSTRONG,MANOR,40.737128,-79.5148,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30536,15AUGU,Yes,ACTIVE,ARBUCKLE 1-67.3,09/28/2010,1573,29,,,,,No,BLX INC,OGO-33314,ARMSTRONG,MANOR,40.79141,-79.491611,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30651,15AUGU,Yes,ACTIVE,MANOR MINERALS UNIT 1M-A,07/20/2010,2457,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,MANOR,40.787836,-79.504275,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30685,15AUGU,Yes,ACTIVE,BOB R GEORGE ETUX 3M-59,08/28/2010,2052,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,MANOR,40.810711,-79.490994,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30697,15AUGU,Yes,ACTIVE,RUTH ISEMAN UNIT 4H,09/20/2010,15530,31,,,,,No,EXCO RESOURCES PA LLC,OGO-39315,ARMSTRONG,MANOR,40.746044,-79.508111,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30713,15AUGU,Yes,ACTIVE,LENAPE HEIGHTS UNIT 5H,12/02/2010,28101,31,,,,,No,EXCO RESOURCES PA LLC,OGO-39315,ARMSTRONG,MANOR,40.737117,-79.515019,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30714,15AUGU,Yes,ACTIVE,LENAPE HEIGHTS UNIT 6H,12/03/2010,33902,31,,,,,No,EXCO RESOURCES PA LLC,OGO-39315,ARMSTRONG,MANOR,40.737075,-79.514817,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30774,15AUGU,Yes,ACTIVE,RUTH ISEMAN UNIT 5H,01/09/2011,21607,31,,,,,No,EXCO RESOURCES PA LLC,OGO-39315,ARMSTRONG,MANOR,40.745881,-79.508106,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30804,15AUGU,Yes,ACTIVE,CARL E & DORIS SHOPE 2-53,06/06/2011,2152,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,MANOR,40.772989,-79.507983,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30808,15AUGU,Yes,ACTIVE,SMELTZER 3H,09/20/2011,44318,31,,,,,No,EXCO RESOURCES PA LLC,OGO-39315,ARMSTRONG,MANOR,40.762848,-79.491278,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
005-30878,15AUGU,Yes,ACTIVE,JAMES A HELD ETUX 1M-25,09/12/2012,1817,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,MANOR,40.764533,-79.513014,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-31184,15AUGU,Yes,ACTIVE,CARL SHOPE 1M,03/27/2014,2743.3,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,MANOR,40.770372,-79.51,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-29428,15AUGU,Yes,ACTIVE,MICHAEL J LORD ETUX 1-5,08/15/2007,1343,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,NORTH BUFFALO,40.774114,-79.568856,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-29506,15AUGU,Yes,ACTIVE,OESTERLING 8165,05/13/2008,1877,31,,,,,No,XTO ENERGY INC,OGO-38958,ARMSTRONG,NORTH BUFFALO,40.79971,-79.597804,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-29722,15AUGU,Yes,ACTIVE,JASON B EROH ET UX 3,05/28/2008,1964,30,,,,,No,BAKER GAS INC,OGO-733,ARMSTRONG,NORTH BUFFALO,40.80276,-79.661267,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-29932,15AUGU,Yes,ACTIVE,ARMSTRONG CNTY HUNTING & FISHING 3-104,12/09/2010,1554,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,NORTH BUFFALO,40.786725,-79.552539,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30231,15AUGU,Yes,ACTIVE,RUFFANER LIVING TRUST 1-150,02/13/2009,1394,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,NORTH BUFFALO,40.800253,-79.638956,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30572,15AUGU,Yes,ACTIVE,NBSC 1M-63,04/30/2010,1868,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,NORTH BUFFALO,40.775439,-79.614147,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30622,15AUGU,Yes,ACTIVE,WILSON-RHEA UNIT 1M,11/15/2010,981,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,NORTH BUFFALO,40.787711,-79.65215,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30624,15AUGU,Yes,ACTIVE,WILSON-JOHNSTON UNIT 1M,06/30/2010,1165,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,NORTH BUFFALO,40.784186,-79.673222,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30625,15AUGU,Yes,ACTIVE,THOMAS D VASTINE ETUX 1-44,05/12/2010,1341,31,,,,,No,MDS ENERGY DEV LLC,OGO-39351,ARMSTRONG,NORTH BUFFALO,40.779917,-79.542775,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
005-30724,15AUGU,Yes,ACTIVE,DONALD J ANTONACE ETUX 2M-50,01/27/2011,1208,31,,,,,No,SNYDER BROS INC,OGO-17647,ARMSTRONG,NORTH BUFFALO,40.789647,-79.600097,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
